SMILES,P(Act),Unnamed: 2
Cc1cc(N2CCN(C(=O)C3CN(S(=O)(=O)c4cccc5cnccc45)C3)CC2)ccn1,6.964270162,
O=C(CCCCCNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NC[C@H]1CCCN(CC2CCCCC2)C1,6.958607315,
O=C(O)c1cn(Cc2ccc(-n3ccnc3)cc2)c2cccc(F)c2c1=O,6.958607315,
CCN(CC)CCCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,6.954677021,
O=C(CN1CCN(Cc2ccccc2)CC1)C(O)(c1ccccc1)c1ccccc1,6.954677021,
O=C(C1CN(S(=O)(=O)c2cccc3cnccc23)C1)N1CCN(c2ccncc2)CC1,6.949195052,
CC[C@@H]1SC2(CCNCC2)N(CCCCCCCCOc2ccc3cc(Cn4cc(C(=O)O)c(=O)c5cccc(F)c54)ccc3c2)C1=O,6.946498998,
COc1ccc2c(c1)N(CCCN1CCC(NC(=O)Cc3ccccc3)CC1)C(=O)CC2,6.920818754,
O=C(O)c1cn(Cc2ccc(-c3ccccc3)cc2Cl)c2ccccc2c1=O,6.920818754,
O=c1[nH]c2ccccc2n1C1CCN(C2CCN(Cc3ccccc3[N+](=O)[O-])CC2)CC1,6.920818754,
O=C(C1CN(S(=O)(=O)c2ccc3c(c2)CCO3)C1)N1CCN(c2ccncc2)CC1,6.892976681,
CCN1CC=C(c2ccccc2)C(C(=O)OCC(C)C)C1,6.89279003,
CN(C)c1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cn2)c1,6.886056648,
CC(C)c1nccn1C[C@H]1CC(c2ccccc2)(c2ccccc2)C(=O)O1,6.876148359,
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,6.867526845,
O=C1OC(Cn2cc[n+]3c2CCCC3)CC1(c1ccccc1)c1ccccc1,6.8569852,
Cc1cn(-c2ccc(Cn3cc(C(=O)O)c(=O)c4c(F)cccc43)cc2)cn1,6.853871964,
O=C(NC1CCN(CC2CCCCC2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,6.853871964,
O=C(NC1CCN(Cc2ccoc2)CC1)C(O)(c1ccccc1)C1CCCC1,6.853871964,
N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)N[C@H]3CCCC[C@@H]3F)c(=O)n3ccccc23)CC1,6.832682665,
N#CC1(c2ccccc2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,6.821023053,
CC1CNCC=C1CNC(=O)c1c(-c2cccc(Cl)c2)ccc(Cl)c1F,6.799998135,
Cc1ccc(C(=O)NCC2CCNCC2)c(-c2cccc(Cl)c2)c1,6.799998135,
CCOC(=O)N1[C@H]2CC[C@@H]1C[C@H](NCCNC(=O)c1ccccc1)C2,6.795880017,
CCN(CC)CCOC(=O)C(CC)(c1ccccc1)c1ccccc1,6.779891912,
COc1ccc(C(=O)N[C@@H]2c3cc(/N=C(\C)N(C)Cc4ccc(F)cc4)ccc3C[C@H]2O)cc1,6.779891912,
C[N+](C)(C)CCOC(=O)C(c1ccccc1)c1ccccc1,6.769934449,
CCOC(=O)N1C[C@@H]2CC[C@H](C1)[C@@H]2NCCNC(=O)c1ccccc1C,6.769551079,
O=C(NC1CCN(CC2CCCCCC2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,6.769551079,
O=C(NCC1CCNCC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,6.769551079,
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1c(C)cccc1C,6.754487332,
CS[C@H]1CCCC[C@@H]1NC(=O)c1cc(CN2CCC(C#N)(c3ccccn3)CC2)c2ccccn2c1=O,6.752026734,
CC(=O)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,6.744727495,
O=C(CN1CCN(CCO)CC1)C(O)(c1ccccc1)C1CCC1,6.730487056,
O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCCCCCCCO)CC1,6.729997,
C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,6.719991047,
CC(=O)OCCOCCOCCOCCOc1nsnc1C1=CCCN(C)C1,6.699991797,
CCOC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CC[N+](C)(Cc3ccc(F)cc3)C2)cc1,6.699991797,
CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccccc2C)C1,6.698970004,
CCOC(=O)N1C[C@@H]2CC[C@H](C1)[C@@H]2NCCNC(=O)c1cc(F)cc(F)c1,6.698970004,
O=C(NC1CCN(CC2CCCCC2)CC1)C(O)(c1ccccc1)C1CCCC1,6.698970004,
O=C(NC1CCN(CC2CCCCCC2)CC1)C(O)(c1ccccc1)C1CCCC1,6.698970004,
O=C(O)c1cn(Cc2ccc(-c3ccc(F)nc3)nc2)c2c(F)cccc2c1=O,6.694648631,
Cc1ccc(C2(C#N)CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)nc1,6.690369833,
Nc1cccc(-c2ccc(Cn3cc(C(=O)O)c(=O)c4cccc(F)c43)cc2)c1,6.677780705,
