SMILES,P(Act)
COc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C[C@@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1=O,4.942714356
CC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21,4.958607315
O=C1CCN(Cc2ccccc2)C/C1=C\c1ccc[nH]1,4.958607315
C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O,4.974694135
COc1ccc(C(=O)COc2cccc([N+](C)(C)C)c2)cc1OC,5.0
c1ccc(C(Nc2ccnc(N3CCN(C4CCCCC4)CC3)n2)c2ccccc2)cc1,5.0
C/C(=C\C[C@]12C[C@H]3C[C@@H]4C(C)(C)CC[C@@]4(C1=O)C(=O)[C@](C(=O)c1ccccc1)(C2=O)C3(C)C)CC/C=C/C(C)C,5.008773924
c1ccc(CCNc2ccnc(N3CCCC3)n2)cc1,5.008773924
Clc1ccc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc2c1,5.01188716
CCOC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,5.017728767
O=C1/C(=C\c2ccc(N3CCCC3)cc2)CNC/C1=C\c1ccc(N2CCCC2)cc1,5.021363052
CCCCCCCCOC[n+]1ccn(C)c1/C=N/O,5.022276395
COc1ccc2nc3c(c(N)c2c1)CCCC3,5.032171321
CN(C)Cc1ccc(CSCc2ccccc2CSCc2ccc(CN(C)C)o2)o1,5.045757491
O/N=C/C1=NCCCN1Cc1ccc(Cl)cc1Cl,5.045757491
CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)cc1)CCCC3,5.04999997
CCN(CC)CCOc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,5.057991947
C#CCC(C)OC[n+]1ccn(C)c1/C=N/O,5.059483515
C=CC(=O)N1C/C(=C\c2ccccc2OC)C(=O)/C(=C/c2ccccc2OC)C1,5.059483515
c1ccc(CNc2ccnc(N3CCCC3)n2)cc1,5.060480747
COc1ccc(C(=O)c2ccc(CN(CCN(C)C)Cc3ccccc3)cc2)cc1OC,5.063486258
C#CCCCC[n+]1ccn(C)c1/C=N/O,5.070581074
